Forest name	Forest size	Steiner nodes	Prizes in forest	Total prizes
pde2_prizes_beta4.0_omega0.01_mu0.02_seed3_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.5_omega0.01_mu0.02_seed5_optimalForest.sif	22	13	9	19
pde2_prizes_beta4.5_omega0.01_mu0.02_seed8_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.0_omega0.01_mu0.02_seed8_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.5_omega0.01_mu0.02_seed2_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.0_omega0.01_mu0.02_seed7_optimalForest.sif	22	13	9	19
pde2_prizes_beta4.0_omega0.01_mu0.02_seed2_optimalForest.sif	22	13	9	19
pde2_prizes_beta0.1_omega0.01_mu0.03_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.02_seed1_optimalForest.sif	22	13	9	19
pde2_prizes_beta4.5_omega0.01_mu0.02_seed4_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.0_omega0.01_mu0.02_seed5_optimalForest.sif	22	13	9	19
pde2_prizes_beta5.0_omega0.01_mu0.02_seed1_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.0_omega0.01_mu0.02_seed1_optimalForest.sif	22	13	9	19
pde2_prizes_beta0.1_omega0.01_mu0.03_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.03_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.03_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.03_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.03_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.02_seed6_optimalForest.sif	22	13	9	19
pde2_prizes_beta0.1_omega0.01_mu0.03_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.0_omega0.01_mu0.02_seed9_optimalForest.sif	22	13	9	19
pde2_prizes_beta3.5_omega0.01_mu0.02_seed9_optimalForest.sif	20	11	9	19
pde2_prizes_beta3.5_omega0.01_mu0.02_seed8_optimalForest.sif	22	13	9	19
pde2_prizes_beta4.0_omega0.01_mu0.02_seed10_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.0_omega0.01_mu0.02_seed4_optimalForest.sif	22	13	9	19
pde2_prizes_beta0.1_omega0.01_mu0.03_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.5_omega0.01_mu0.02_seed4_optimalForest.sif	22	13	9	19
pde2_prizes_beta4.5_omega0.01_mu0.02_seed3_optimalForest.sif	22	13	9	19
pde2_prizes_beta4.5_omega0.01_mu0.02_seed9_optimalForest.sif	20	11	9	19
pde2_prizes_beta5.0_omega0.01_mu0.02_seed3_optimalForest.sif	20	11	9	19
pde2_prizes_beta5.0_omega0.01_mu0.02_seed8_optimalForest.sif	20	11	9	19
pde2_prizes_beta3.5_omega0.01_mu0.02_seed7_optimalForest.sif	20	11	9	19
pde2_prizes_beta5.0_omega0.01_mu0.02_seed7_optimalForest.sif	20	11	9	19
pde2_prizes_beta5.0_omega0.01_mu0.02_seed4_optimalForest.sif	20	11	9	19
pde2_prizes_beta0.5_omega0.01_mu0.03_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.02_seed10_optimalForest.sif	20	11	9	19
pde2_prizes_beta5.0_omega0.01_mu0.02_seed2_optimalForest.sif	20	11	9	19
pde2_prizes_beta0.1_omega0.01_mu0.03_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.02_seed5_optimalForest.sif	20	11	9	19
pde2_prizes_beta0.5_omega0.01_mu0.03_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.5_omega0.01_mu0.02_seed3_optimalForest.sif	22	13	9	19
pde2_prizes_beta5.0_omega0.01_mu0.02_seed9_optimalForest.sif	22	13	9	19
pde2_prizes_beta5.0_omega0.01_mu0.02_seed10_optimalForest.sif	20	11	9	19
pde2_prizes_beta0.5_omega0.01_mu0.03_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.03_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.03_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.02_seed7_optimalForest.sif	21	12	9	19
pde2_prizes_beta1.0_omega0.01_mu0.03_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.03_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.03_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.5_omega0.01_mu0.02_seed6_optimalForest.sif	22	13	9	19
pde2_prizes_beta0.1_omega0.01_mu0.03_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.03_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.03_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.03_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.03_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.03_seed8_optimalForest.sif	11	7	4	19
pde2_prizes_beta1.5_omega0.01_mu0.03_seed9_optimalForest.sif	15	9	6	19
pde2_prizes_beta5.0_omega0.01_mu0.02_seed6_optimalForest.sif	22	13	9	19
pde2_prizes_beta1.0_omega0.01_mu0.03_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.03_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.03_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.03_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.03_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.03_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.03_seed1_optimalForest.sif	16	10	6	19
pde2_prizes_beta1.5_omega0.01_mu0.03_seed7_optimalForest.sif	11	7	4	19
pde2_prizes_beta1.5_omega0.01_mu0.03_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.03_seed5_optimalForest.sif	16	10	6	19
pde2_prizes_beta0.5_omega0.01_mu0.03_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.0_omega0.01_mu0.03_seed5_optimalForest.sif	20	11	9	19
pde2_prizes_beta0.5_omega0.01_mu0.03_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.03_seed5_optimalForest.sif	21	13	8	19
pde2_prizes_beta2.5_omega0.01_mu0.03_seed10_optimalForest.sif	21	13	8	19
pde2_prizes_beta3.0_omega0.01_mu0.03_seed8_optimalForest.sif	22	13	9	19
pde2_prizes_beta3.0_omega0.01_mu0.03_seed9_optimalForest.sif	21	12	9	19
pde2_prizes_beta2.0_omega0.01_mu0.03_seed8_optimalForest.sif	16	10	6	19
pde2_prizes_beta2.5_omega0.01_mu0.03_seed1_optimalForest.sif	21	13	8	19
pde2_prizes_beta2.5_omega0.01_mu0.03_seed7_optimalForest.sif	21	13	8	19
pde2_prizes_beta1.5_omega0.01_mu0.03_seed1_optimalForest.sif	11	7	4	19
pde2_prizes_beta1.5_omega0.01_mu0.03_seed6_optimalForest.sif	11	7	4	19
pde2_prizes_beta1.5_omega0.01_mu0.03_seed2_optimalForest.sif	11	7	4	19
pde2_prizes_beta3.0_omega0.01_mu0.03_seed2_optimalForest.sif	20	11	9	19
pde2_prizes_beta3.0_omega0.01_mu0.03_seed7_optimalForest.sif	20	11	9	19
pde2_prizes_beta2.5_omega0.01_mu0.03_seed6_optimalForest.sif	19	11	8	19
pde2_prizes_beta2.5_omega0.01_mu0.03_seed8_optimalForest.sif	21	13	8	19
pde2_prizes_beta3.5_omega0.01_mu0.03_seed3_optimalForest.sif	22	13	9	19
pde2_prizes_beta3.5_omega0.01_mu0.03_seed9_optimalForest.sif	22	13	9	19
pde2_prizes_beta3.0_omega0.01_mu0.03_seed3_optimalForest.sif	22	13	9	19
pde2_prizes_beta3.0_omega0.01_mu0.03_seed1_optimalForest.sif	20	11	9	19
pde2_prizes_beta2.0_omega0.01_mu0.03_seed7_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.5_omega0.01_mu0.03_seed4_optimalForest.sif	20	11	9	19
pde2_prizes_beta1.5_omega0.01_mu0.03_seed5_optimalForest.sif	11	7	4	19
pde2_prizes_beta4.0_omega0.01_mu0.03_seed2_optimalForest.sif	21	12	9	19
pde2_prizes_beta1.5_omega0.01_mu0.03_seed4_optimalForest.sif	11	7	4	19
pde2_prizes_beta3.5_omega0.01_mu0.03_seed6_optimalForest.sif	20	11	9	19
pde2_prizes_beta3.5_omega0.01_mu0.03_seed8_optimalForest.sif	20	11	9	19
pde2_prizes_beta1.5_omega0.01_mu0.03_seed3_optimalForest.sif	11	7	4	19
pde2_prizes_beta3.0_omega0.01_mu0.03_seed10_optimalForest.sif	22	13	9	19
pde2_prizes_beta2.0_omega0.01_mu0.03_seed2_optimalForest.sif	16	10	6	19
pde2_prizes_beta2.5_omega0.01_mu0.03_seed2_optimalForest.sif	21	13	8	19
pde2_prizes_beta4.0_omega0.01_mu0.03_seed4_optimalForest.sif	21	12	9	19
pde2_prizes_beta3.5_omega0.01_mu0.03_seed7_optimalForest.sif	22	13	9	19
pde2_prizes_beta2.0_omega0.01_mu0.03_seed6_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.5_omega0.01_mu0.03_seed5_optimalForest.sif	22	13	9	19
pde2_prizes_beta3.5_omega0.01_mu0.03_seed1_optimalForest.sif	22	13	9	19
pde2_prizes_beta4.0_omega0.01_mu0.03_seed9_optimalForest.sif	22	13	9	19
pde2_prizes_beta3.5_omega0.01_mu0.03_seed10_optimalForest.sif	26	17	9	19
pde2_prizes_beta2.0_omega0.01_mu0.03_seed9_optimalForest.sif	16	10	6	19
pde2_prizes_beta2.0_omega0.01_mu0.03_seed10_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.5_omega0.01_mu0.03_seed2_optimalForest.sif	20	11	9	19
pde2_prizes_beta3.0_omega0.01_mu0.03_seed4_optimalForest.sif	21	12	9	19
pde2_prizes_beta2.5_omega0.01_mu0.03_seed9_optimalForest.sif	18	10	8	19
pde2_prizes_beta3.0_omega0.01_mu0.03_seed6_optimalForest.sif	21	12	9	19
pde2_prizes_beta4.5_omega0.01_mu0.03_seed4_optimalForest.sif	21	12	9	19
pde2_prizes_beta4.0_omega0.01_mu0.03_seed1_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.5_omega0.01_mu0.03_seed1_optimalForest.sif	20	11	9	19
pde2_prizes_beta2.5_omega0.01_mu0.03_seed3_optimalForest.sif	21	13	8	19
pde2_prizes_beta2.5_omega0.01_mu0.03_seed4_optimalForest.sif	21	13	8	19
pde2_prizes_beta4.0_omega0.01_mu0.03_seed6_optimalForest.sif	20	11	9	19
pde2_prizes_beta2.0_omega0.01_mu0.03_seed4_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.5_omega0.01_mu0.03_seed3_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.0_omega0.01_mu0.03_seed7_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.5_omega0.01_mu0.03_seed2_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.0_omega0.01_mu0.03_seed5_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.0_omega0.01_mu0.03_seed3_optimalForest.sif	22	13	9	19
pde2_prizes_beta2.0_omega0.01_mu0.03_seed3_optimalForest.sif	19	12	7	19
pde2_prizes_beta5.0_omega0.01_mu0.03_seed4_optimalForest.sif	21	12	9	19
pde2_prizes_beta4.0_omega0.01_mu0.03_seed8_optimalForest.sif	22	13	9	19
pde2_prizes_beta5.0_omega0.01_mu0.03_seed3_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.5_omega0.01_mu0.03_seed6_optimalForest.sif	22	13	9	19
pde2_prizes_beta4.0_omega0.01_mu0.03_seed10_optimalForest.sif	20	11	9	19
pde2_prizes_beta5.0_omega0.01_mu0.03_seed7_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.5_omega0.01_mu0.03_seed8_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.5_omega0.01_mu0.03_seed7_optimalForest.sif	22	13	9	19
pde2_prizes_beta4.5_omega0.01_mu0.03_seed10_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.5_omega0.01_mu0.03_seed9_optimalForest.sif	20	11	9	19
pde2_prizes_beta5.0_omega0.01_mu0.03_seed8_optimalForest.sif	20	11	9	19
pde2_prizes_beta5.0_omega0.01_mu0.03_seed5_optimalForest.sif	22	13	9	19
pde2_prizes_beta5.0_omega0.01_mu0.03_seed1_optimalForest.sif	20	11	9	19
pde2_prizes_beta5.0_omega0.01_mu0.03_seed6_optimalForest.sif	22	13	9	19
pde2_prizes_beta5.0_omega0.01_mu0.03_seed10_optimalForest.sif	22	13	9	19
pde2_prizes_beta5.0_omega0.01_mu0.03_seed2_optimalForest.sif	22	13	9	19
pde2_prizes_beta5.0_omega0.01_mu0.03_seed9_optimalForest.sif	20	11	9	19
pde2_prizes_beta0.1_omega0.01_mu0.04_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.04_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.04_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.04_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.04_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.04_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.04_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.04_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.04_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.04_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.04_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.04_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.04_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.03_seed5_optimalForest.sif	22	13	9	19
pde2_prizes_beta0.5_omega0.01_mu0.04_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.04_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.04_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.04_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.04_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.04_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.04_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.04_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.04_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.04_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.04_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.04_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.04_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.04_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.04_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.04_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.04_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.04_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.04_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.04_seed6_optimalForest.sif	15	9	6	19
pde2_prizes_beta2.0_omega0.01_mu0.04_seed7_optimalForest.sif	11	7	4	19
pde2_prizes_beta1.0_omega0.01_mu0.04_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.04_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.04_seed8_optimalForest.sif	11	7	4	19
pde2_prizes_beta1.0_omega0.01_mu0.04_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.04_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.04_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.04_seed10_optimalForest.sif	11	7	4	19
pde2_prizes_beta2.0_omega0.01_mu0.04_seed9_optimalForest.sif	11	7	4	19
pde2_prizes_beta2.5_omega0.01_mu0.04_seed5_optimalForest.sif	16	10	6	19
pde2_prizes_beta2.5_omega0.01_mu0.04_seed4_optimalForest.sif	16	10	6	19
pde2_prizes_beta1.0_omega0.01_mu0.04_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.04_seed3_optimalForest.sif	11	7	4	19
pde2_prizes_beta2.5_omega0.01_mu0.04_seed2_optimalForest.sif	16	10	6	19
pde2_prizes_beta2.5_omega0.01_mu0.04_seed7_optimalForest.sif	16	10	6	19
pde2_prizes_beta2.0_omega0.01_mu0.04_seed5_optimalForest.sif	11	7	4	19
pde2_prizes_beta2.5_omega0.01_mu0.04_seed3_optimalForest.sif	16	10	6	19
pde2_prizes_beta2.0_omega0.01_mu0.04_seed4_optimalForest.sif	11	7	4	19
pde2_prizes_beta2.0_omega0.01_mu0.04_seed1_optimalForest.sif	11	7	4	19
pde2_prizes_beta3.0_omega0.01_mu0.04_seed3_optimalForest.sif	19	12	7	19
pde2_prizes_beta2.0_omega0.01_mu0.04_seed2_optimalForest.sif	11	7	4	19
pde2_prizes_beta2.5_omega0.01_mu0.04_seed8_optimalForest.sif	15	9	6	19
pde2_prizes_beta1.0_omega0.01_mu0.04_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.5_omega0.01_mu0.04_seed9_optimalForest.sif	19	11	8	19
pde2_prizes_beta2.5_omega0.01_mu0.04_seed10_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.0_omega0.01_mu0.04_seed4_optimalForest.sif	16	10	6	19
pde2_prizes_beta0.1_omega0.01_mu0.04_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.04_seed6_optimalForest.sif	16	10	6	19
pde2_prizes_beta2.5_omega0.01_mu0.04_seed9_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.0_omega0.01_mu0.04_seed3_optimalForest.sif	20	11	9	19
pde2_prizes_beta2.5_omega0.01_mu0.04_seed1_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.0_omega0.01_mu0.04_seed2_optimalForest.sif	21	12	9	19
pde2_prizes_beta3.5_omega0.01_mu0.04_seed4_optimalForest.sif	19	11	8	19
pde2_prizes_beta4.0_omega0.01_mu0.04_seed8_optimalForest.sif	22	13	9	19
pde2_prizes_beta4.0_omega0.01_mu0.04_seed5_optimalForest.sif	20	11	9	19
pde2_prizes_beta3.0_omega0.01_mu0.04_seed5_optimalForest.sif	19	12	7	19
pde2_prizes_beta3.5_omega0.01_mu0.04_seed8_optimalForest.sif	19	11	8	19
pde2_prizes_beta3.5_omega0.01_mu0.04_seed10_optimalForest.sif	21	13	8	19
pde2_prizes_beta3.0_omega0.01_mu0.04_seed1_optimalForest.sif	19	12	7	19
pde2_prizes_beta3.5_omega0.01_mu0.04_seed5_optimalForest.sif	19	11	8	19
pde2_prizes_beta3.0_omega0.01_mu0.04_seed2_optimalForest.sif	19	12	7	19
pde2_prizes_beta3.5_omega0.01_mu0.04_seed6_optimalForest.sif	21	13	8	19
pde2_prizes_beta3.0_omega0.01_mu0.04_seed9_optimalForest.sif	21	13	8	19
pde2_prizes_beta3.5_omega0.01_mu0.04_seed1_optimalForest.sif	19	11	8	19
pde2_prizes_beta3.5_omega0.01_mu0.04_seed3_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.5_omega0.01_mu0.04_seed1_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.0_omega0.01_mu0.04_seed1_optimalForest.sif	21	12	9	19
pde2_prizes_beta3.5_omega0.01_mu0.04_seed2_optimalForest.sif	19	11	8	19
pde2_prizes_beta4.5_omega0.01_mu0.04_seed2_optimalForest.sif	21	12	9	19
pde2_prizes_beta3.0_omega0.01_mu0.04_seed6_optimalForest.sif	19	12	7	19
pde2_prizes_beta3.0_omega0.01_mu0.04_seed7_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.5_omega0.01_mu0.04_seed6_optimalForest.sif	20	11	9	19
pde2_prizes_beta3.5_omega0.01_mu0.04_seed7_optimalForest.sif	19	11	8	19
pde2_prizes_beta4.5_omega0.01_mu0.04_seed5_optimalForest.sif	22	13	9	19
pde2_prizes_beta4.0_omega0.01_mu0.04_seed7_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.5_omega0.01_mu0.04_seed10_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.5_omega0.01_mu0.04_seed3_optimalForest.sif	22	13	9	19
pde2_prizes_beta4.0_omega0.01_mu0.04_seed9_optimalForest.sif	20	11	9	19
pde2_prizes_beta3.0_omega0.01_mu0.04_seed8_optimalForest.sif	19	12	7	19
pde2_prizes_beta4.0_omega0.01_mu0.04_seed6_optimalForest.sif	20	11	9	19
pde2_prizes_beta3.0_omega0.01_mu0.04_seed10_optimalForest.sif	19	12	7	19
pde2_prizes_beta4.0_omega0.01_mu0.04_seed4_optimalForest.sif	21	12	9	19
pde2_prizes_beta4.0_omega0.01_mu0.04_seed10_optimalForest.sif	22	13	9	19
pde2_prizes_beta5.0_omega0.01_mu0.04_seed5_optimalForest.sif	22	13	9	19
pde2_prizes_beta4.5_omega0.01_mu0.04_seed7_optimalForest.sif	21	12	9	19
pde2_prizes_beta0.1_omega0.01_mu0.05_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.04_seed9_optimalForest.sif	20	11	9	19
pde2_prizes_beta0.1_omega0.01_mu0.05_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.04_seed1_optimalForest.sif	20	11	9	19
pde2_prizes_beta5.0_omega0.01_mu0.04_seed3_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.5_omega0.01_mu0.04_seed4_optimalForest.sif	22	13	9	19
pde2_prizes_beta0.5_omega0.01_mu0.05_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.04_seed6_optimalForest.sif	20	11	9	19
pde2_prizes_beta0.5_omega0.01_mu0.05_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.05_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.04_seed10_optimalForest.sif	22	13	9	19
pde2_prizes_beta0.1_omega0.01_mu0.05_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.05_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.04_seed2_optimalForest.sif	22	13	9	19
pde2_prizes_beta0.1_omega0.01_mu0.05_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.04_seed4_optimalForest.sif	26	17	9	19
pde2_prizes_beta5.0_omega0.01_mu0.04_seed7_optimalForest.sif	22	13	9	19
pde2_prizes_beta0.1_omega0.01_mu0.05_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.04_seed8_optimalForest.sif	22	13	9	19
pde2_prizes_beta5.0_omega0.01_mu0.04_seed9_optimalForest.sif	22	13	9	19
pde2_prizes_beta0.1_omega0.01_mu0.05_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.05_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.05_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.05_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.04_seed8_optimalForest.sif	22	13	9	19
pde2_prizes_beta0.1_omega0.01_mu0.05_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.05_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.05_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.05_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.05_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.05_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.05_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.05_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.05_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.05_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.05_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.05_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.05_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.05_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.05_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.05_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.05_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.05_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.05_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.05_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.05_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.05_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.05_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.05_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.05_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.05_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.05_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.05_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.05_seed10_optimalForest.sif	0	0	0	19
